time (Julian Date),wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm),quality (Bit Flag)
2457420.0,307.50,0.6618435,0.024424999952316284,0
2457420.0,308.50,0.6670123,0.026778999716043472,0
2457420.0,309.50,0.5014985,0.020773999392986298,0
2457420.0,310.25,0.5585498,0.0026487999130040407,4096
2457420.0,310.48,0.6025429,0.002655500080436468,4096
2457420.0,310.71,0.6499777,0.002662200015038252,4096
2457420.0,310.95,0.6787522,0.0026692000683397055,4096
2457420.0,311.18,0.6930056,0.002675799885764718,4096
2457420.0,311.42,0.6987762,0.002682599937543273,4096
2457420.0,311.65,0.6865526,0.0026903001125901937,4096
2457420.0,311.89,0.6695132,0.0026968999300152063,4096
2457420.0,312.12,0.6509524,0.002703299978747964,4096
2457420.0,312.36,0.6432467,0.002709799911826849,4096
2457420.0,312.60,0.6416678,0.0027163000777363777,4096
2457420.0,312.84,0.6474473,0.002722800010815263,4096
2457420.0,313.08,0.6588717,0.0027292000595480204,4096
2457420.0,313.32,0.6662138,0.0027354999911040068,4096
2457420.0,313.56,0.6690411,0.002741799922659993,4096
2457420.0,313.80,0.6723195,0.002747999969869852,4096
2457420.0,314.04,0.6689805,0.00275409989990294,4096
2457420.0,314.28,0.6598656,0.002760200062766671,4096
2457420.0,314.53,0.6533674,0.0027664999943226576,4096
2457420.0,314.77,0.6452107,0.002772500040009618,4096
2457420.0,315.02,0.6334917,0.0027787000872194767,4096
2457420.0,315.26,0.6185238,0.0027846000157296658,4096
2457420.0,315.51,0.6051514,0.002790600061416626,4096
2457420.0,315.75,0.5949283,0.0027964001055806875,4096
2457420.0,316.00,0.5956355,0.0028023000340908766,4096
2457420.0,316.25,0.6127631,0.0028081999626010656,4096
2457420.0,316.50,0.6384788,0.002814000006765127,4096
2457420.0,316.75,0.6632027,0.0028196999337524176,4096
2457420.0,317.00,0.6932335,0.0028254000935703516,4096
2457420.0,317.25,0.7101599,0.002830999903380871,4096
2457420.0,317.50,0.7153723,0.0028365999460220337,4096
2457420.0,317.75,0.7060383,0.002842100104317069,4096
2457420.0,318.01,0.6853374,0.0028476999141275883,4096
2457420.0,318.26,0.668859,0.0028530999552458525,4096
2457420.0,318.51,0.6592289,0.002858400112017989,4096
2457420.0,318.77,0.6584088,0.0028637999203056097,4096
2457420.0,319.02,0.6645008,0.0028689999599009752,4096
2457420.0,319.28,0.6762448,0.0028742998838424683,4096
2457420.0,319.54,0.7028651,0.002879600040614605,4096
2457420.0,319.80,0.7239901,0.0028848000802099705,4096
2457420.0,320.06,0.7393074,0.002889900002628565,4096
2457420.0,320.32,0.7426698,0.0028901000041514635,4096
2457420.0,320.58,0.7404183,0.002705800114199519,4096
2457420.0,320.84,0.732574,0.0027123000472784042,4096
2457420.0,321.10,0.7208652,0.0027187999803572893,4096
2457420.0,321.36,0.7036708,0.0027250999119132757,4096
2457420.0,321.62,0.6917956,0.0027314000762999058,4096
2457420.0,321.89,0.6822863,0.0027377998922020197,4096
2457420.0,322.15,0.6726359,0.002743900055065751,4096
2457420.0,322.42,0.663339,0.0027501999866217375,4096
2457420.0,322.69,0.6576561,0.002756299916654825,4096
2457420.0,322.95,0.6544187,0.002762200077995658,4096
2457420.0,323.22,0.6571195,0.0027681998908519745,4096
2457420.0,323.49,0.6644596,0.002774100052192807,4096
2457420.0,323.76,0.6811786,0.0027799999807029963,4096
2457420.0,324.03,0.6986497,0.0027856999076902866,4096
2457420.0,324.30,0.7264772,0.0027914000675082207,4096
2457420.0,324.57,0.7518572,0.0027970001101493835,4096
2457420.0,324.85,0.7828583,0.0028063999488949776,4096
2457420.0,325.12,0.8131036,0.0028117999900132418,4096
2457420.0,325.39,0.8471854,0.0028170000296086073,4096
2457420.0,325.67,0.8851593,0.002822800073772669,4096
2457420.0,325.94,0.9084697,0.002827600110322237,4096
2457420.0,326.22,0.9320263,0.0028325000312179327,4096
2457420.0,326.50,0.9459074,0.002837300067767501,4096
2457420.0,326.78,0.9541484,0.002841999987140298,4096
2457420.0,327.06,0.9496297,0.0028466000221669674,4096
2457420.0,327.34,0.9386797,0.0028510999400168657,4096
2457420.0,327.62,0.9294879,0.0028556000906974077,4096
2457420.0,327.90,0.924338,0.002879000036045909,4096
2457420.0,328.18,0.9247811,0.0028828999493271112,4096
2457420.0,328.47,0.9330079,0.002886800095438957,4096
2457420.0,328.75,0.948657,0.002890500007197261,4096
2457420.0,329.04,0.9762717,0.0028943000361323357,4096
2457420.0,329.32,0.9982741,0.0028977999463677406,4096
2457420.0,329.61,1.012842,0.0028997000772506,4096
2457420.0,329.90,1.021567,0.002903199987486005,4096
2457420.0,330.19,1.017467,0.0029066000133752823,4096
2457420.0,330.48,1.003903,0.002898900071159005,4096
2457420.0,330.77,0.9880569,0.0029021999798715115,4096
2457420.0,331.06,0.9699481,0.0029054000042378902,4096
2457420.0,331.35,0.9587401,0.002908600028604269,4096
2457420.0,331.64,0.9505171,0.002911600051447749,4096
2457420.0,331.94,0.9464345,0.0029146999586373568,4096
2457420.0,332.23,0.9387081,0.002917499979957938,4096
2457420.0,332.53,0.9345967,0.002920399885624647,4096
2457420.0,332.83,0.9262081,0.0029231999069452286,4096
2457420.0,333.12,0.9243695,0.0029257999267429113,4096
2457420.0,333.42,0.9219279,0.002928399946540594,4096
2457420.0,333.72,0.9189243,0.0029309000819921494,4096
2457420.0,334.02,0.9273717,0.0029333001002669334,4096
2457420.0,334.32,0.941866,0.0029356000013649464,4096
2457420.0,334.63,0.9414654,0.0029378999024629593,4096
2457420.0,334.93,0.936469,0.0029400999192148447,4096
2457420.0,335.23,0.9293764,0.0029420999344438314,4096
2457420.0,335.54,0.9140413,0.002944099949672818,4096
2457420.0,335.85,0.8837678,0.0029460000805556774,4096
2457420.0,336.15,0.8569003,0.0029478000942617655,4096
2457420.0,336.46,0.8417063,0.0029494999907910824,4096
2457420.0,336.77,0.8356934,0.0029511000029742718,4096
2457420.0,337.08,0.832164,0.002952700015157461,4096
2457420.0,337.39,0.8420947,0.002954100025817752,4096
2457420.0,337.71,0.8649429,0.0029555000364780426,4096
2457420.0,338.02,0.8835285,0.0029567000456154346,4096
2457420.0,338.33,0.8999598,0.0029577999375760555,4096
2457420.0,338.65,0.9252495,0.00295890006236732,4096
2457420.0,338.96,0.9459692,0.0029597999528050423,4096
2457420.0,339.28,0.9614201,0.002960700076073408,4096
2457420.0,339.60,0.9737992,0.0029613999649882317,4096
2457420.0,339.92,0.9827089,0.002962100086733699,4096
2457420.0,340.24,0.9850578,0.0029625999741256237,4096
2457420.0,340.56,0.9814416,0.002963100094348192,4096
2457420.0,340.88,0.9741296,0.0029633999802172184,4096
2457420.0,341.21,0.9686704,0.002963599981740117,4096
2457420.0,341.53,0.9670752,0.0029637000989168882,4096
2457420.0,341.86,0.970064,0.0029637999832630157,4096
2457420.0,342.18,0.9774695,0.0029637000989168882,4096
2457420.0,342.51,0.9780679,0.0029635000973939896,4096
2457420.0,342.84,0.9705475,0.003036899957805872,4096
2457420.0,343.17,0.95064,0.00303569994866848,4096
2457420.0,343.50,0.9303972,0.003034499939531088,4096
2457420.0,343.83,0.9046919,0.0030175000429153442,4096
2457420.0,344.17,0.8818912,0.0030159999150782824,4096
2457420.0,344.50,0.8749559,0.0030145999044179916,4096
2457420.0,344.84,0.8781331,0.0030129000078886747,4096
2457420.0,345.17,0.8927844,0.0030112999957054853,4096
2457420.0,345.51,0.9102058,0.0030094999819993973,4096
2457420.0,345.85,0.9206953,0.0030076000839471817,4096
2457420.0,346.19,0.9277711,0.003005600068718195,4096
2457420.0,346.53,0.9351857,0.003003499936312437,4096
2457420.0,346.88,0.9335069,0.003001200035214424,4096
2457420.0,347.22,0.9289794,0.0029988999012857676,4096
2457420.0,347.56,0.9219885,0.002996500115841627,4096
2457420.0,347.91,0.9139886,0.0029939000960439444,4096
2457420.0,348.26,0.9123674,0.0029913000762462616,4096
2457420.0,348.60,0.9163888,0.0029885999392718077,4096
2457420.0,348.95,0.9255284,0.0029857000336050987,4096
2457420.0,349.30,0.9362295,0.0029827000107616186,4096
2457420.0,349.66,0.9559252,0.002979600103572011,4096
2457420.0,350.01,0.9764376,0.002976400079205632,4096
2457420.0,350.36,1.000179,0.0029730999376624823,4096
2457420.0,350.72,1.008533,0.0029696000274270773,4096
2457420.0,351.08,1.002803,0.002966000000014901,4096
2457420.0,351.43,0.9963215,0.002962399972602725,4096
2457420.0,351.79,0.9888342,0.0029585999436676502,4096
2457420.0,352.15,0.9811829,0.002954700030386448,4096
2457420.0,352.52,0.9776871,0.002960100071504712,4096
2457420.0,352.88,0.9936476,0.00295590003952384,4096
2457420.0,353.24,1.022045,0.0029504999984055758,4096
2457420.0,353.61,1.050516,0.0029458000790327787,4096
2457420.0,353.98,1.069899,0.002941099926829338,4096
2457420.0,354.34,1.089365,0.002942899940535426,4096
2457420.0,354.71,1.095749,0.0029378999024629593,4096
2457420.0,355.08,1.083798,0.00292630004696548,4096
2457420.0,355.46,1.055179,0.002920999890193343,4096
2457420.0,355.83,1.022712,0.0029156000819057226,4096
2457420.0,356.20,0.9856658,0.0029102000407874584,4096
2457420.0,356.58,0.9363864,0.002911000046879053,4096
2457420.0,356.96,0.884104,0.0029056998901069164,4096
2457420.0,357.34,0.8498812,0.002900599967688322,4096
2457420.0,357.72,0.8318063,0.0028957000467926264,4096
2457420.0,358.10,0.8255342,0.002891100011765957,4096
2457420.0,358.48,0.8387641,0.0028866000939160585,4096
2457420.0,358.86,0.8704891,0.0028824000619351864,4096
2457420.0,359.25,0.9120194,0.0028782999143004417,4096
2457420.0,359.64,0.9481794,0.002874499885365367,4096
2457420.0,360.03,0.9674885,0.002869900083169341,4096
2457420.0,360.42,0.9727569,0.002866599941626191,4096
2457420.0,360.81,0.972197,0.0028635000344365835,4096
2457420.0,361.20,0.9726246,0.002860599895939231,4096
2457420.0,361.59,0.9659661,0.002858000108972192,4096
2457420.0,361.99,0.9673027,0.0028554999735206366,4096
2457420.0,362.39,0.9831726,0.002853299956768751,4096
2457420.0,362.79,1.00233,0.0028514000587165356,4096
2457420.0,363.19,1.013159,0.002849699929356575,4096
2457420.0,363.59,1.02365,0.002848200034350157,4096
2457420.0,363.99,1.047383,0.0028470000252127647,4096
