wavelength (angstroms),irradiance
2368.0,5.0508
2369.0,5.0494
2370.0,5.048
2371.0,5.0466
2372.0,5.0452
2373.0,5.0438
2374.0,5.042400000000001
2375.0,5.041
2376.0,4.973000000000001
2377.0,4.905
2378.0,4.837
2379.0,4.769
2380.0,4.7010000000000005
2381.0,4.633
2382.0,4.5649999999999995
2383.0,4.497
2384.0,4.429
2385.0,4.361
2386.0,4.3843
2387.0,4.4075999999999995
2388.0,4.4309
2389.0,4.4542
2390.0,4.4775
2391.0,4.5008
2392.0,4.5241
2393.0,4.5474000000000006
2394.0,4.5707
2395.0,4.594
2396.0,4.54555
2397.0,4.4971000000000005
2398.0,4.44865
2399.0,4.4002
2400.0,4.35175
2401.0,4.3033
2402.0,4.25485
2403.0,4.2063999999999995
2404.0,4.15795
2405.0,4.1095
2406.0,4.231199999999999
2407.0,4.3529
2408.0,4.4746
2409.0,4.5963
2410.0,4.718
2411.0,4.839700000000001
2412.0,4.9614
2413.0,5.0831
2414.0,5.2048000000000005
2415.0,5.3265
2416.0,5.5263
2417.0,5.7261
2418.0,5.9259
2419.0,6.1257
2420.0,6.3255
2421.0,6.5253
2422.0,6.725099999999999
2423.0,6.924899999999999
2424.0,7.1247
2425.0,7.3245
2426.0,7.2825999999999995
2427.0,7.2406999999999995
2428.0,7.198799999999999
2429.0,7.156899999999999
2430.0,7.115
2431.0,7.0731
2432.0,7.0312
2433.0,6.9893
2434.0,6.9474
2435.0,6.9055
2436.0,6.84895
2437.0,6.7924
2438.0,6.73585
2439.0,6.6793
2440.0,6.62275
2441.0,6.5662
2442.0,6.50965
2443.0,6.4531
2444.0,6.3965499999999995
2445.0,6.34
2446.0,6.22065
2447.0,6.1013
2448.0,5.981949999999999
2449.0,5.8626
2450.0,5.74325
2451.0,5.6239
2452.0,5.50455
2453.0,5.385199999999999
2454.0,5.2658499999999995
2455.0,5.1465
2456.0,5.15635
2457.0,5.1662
2458.0,5.17605
2459.0,5.1859
2460.0,5.19575
2461.0,5.2056
2462.0,5.21545
2463.0,5.2253
2464.0,5.23515
2465.0,5.245
